timestamp_utc,soc_pct,pack_voltage_v,pack_current_a,cell_min_mv,cell_min_no,cell_max_mv,cell_max_no,delta_mv,bicm_status,our_derived_active,temp_max_c
2026-05-09 11:35:31,2.4,330.90,10.10,3398,49,3459,11,61,0,true,24.0
2026-05-09 11:36:01,2.5,330.90,10.10,3400,49,3460,15,60,0,true,24.0
2026-05-09 11:36:31,2.5,331.00,9.80,3401,49,3461,16,60,0,true,24.0
2026-05-09 11:37:01,2.6,331.00,10.10,3403,49,3460,15,57,0,true,24.0
2026-05-09 11:37:31,2.6,331.10,9.90,3406,49,3460,11,54,0,true,24.0
2026-05-09 11:38:01,2.7,331.10,10.00,3406,49,3461,16,55,0,true,24.0
2026-05-09 11:38:31,2.7,331.10,10.20,3409,49,3461,15,52,0,true,24.0
2026-05-09 11:39:01,2.8,331.20,9.80,3410,49,3461,10,51,0,true,24.0
2026-05-09 11:39:31,2.8,331.20,9.80,3411,49,3461,11,50,0,false,24.0
2026-05-09 11:40:01,2.9,331.30,10.20,3414,49,3463,15,49,0,false,24.0
2026-05-09 11:40:31,2.9,331.40,9.80,3415,49,3464,16,49,0,false,24.0
2026-05-09 11:41:01,3.0,331.40,10.10,3418,49,3464,15,46,0,false,24.0
2026-05-09 11:41:31,3.0,331.40,10.20,3420,49,3463,11,43,0,false,24.0
2026-05-09 11:42:01,3.0,331.40,9.90,3421,49,3463,9,42,0,false,24.0
2026-05-09 11:42:31,3.1,331.50,9.90,3423,49,3464,14,41,0,false,24.0
2026-05-09 11:43:01,3.1,331.50,10.10,3424,49,3464,16,40,0,false,24.0
2026-05-09 11:43:31,3.2,331.50,10.00,3426,49,3464,9,38,0,false,24.0
2026-05-09 11:44:01,3.2,331.60,9.90,3428,49,3465,14,37,0,false,24.0
2026-05-09 11:44:31,3.3,331.60,10.10,3429,49,3465,15,36,0,false,24.0
2026-05-09 11:45:01,3.3,331.60,9.80,3430,49,3465,14,35,0,false,24.0
2026-05-09 11:45:31,3.4,331.70,9.90,3431,49,3465,11,34,0,false,24.0
2026-05-09 11:46:01,3.4,331.70,10.10,3434,49,3466,15,32,0,false,24.0
2026-05-09 11:46:31,3.5,331.70,9.80,3435,49,3466,16,31,0,false,24.0
2026-05-09 11:47:01,3.5,331.80,9.90,3436,49,3468,16,32,0,false,24.0
2026-05-09 11:47:31,3.5,331.80,10.10,3436,49,3468,16,32,0,false,24.0
2026-05-09 11:48:01,3.6,331.80,9.80,3439,49,3466,11,27,0,false,24.0
2026-05-09 11:48:31,3.6,331.90,9.70,3440,49,3469,15,29,0,false,24.0
2026-05-09 11:49:01,3.7,331.90,10.00,3441,49,3468,9,27,0,false,24.0
2026-05-09 11:49:31,3.7,331.90,9.90,3444,49,3469,16,25,0,false,24.0
2026-05-09 11:50:01,3.8,332.00,10.20,3445,49,3469,13,24,0,false,23.5
2026-05-09 11:50:31,3.8,332.00,9.90,3445,49,3469,14,24,0,false,24.0
2026-05-09 11:51:01,3.9,332.00,10.00,3448,49,3469,10,21,0,false,24.0
2026-05-09 11:51:31,3.9,332.10,9.90,3448,49,3470,16,22,0,false,24.0
2026-05-09 11:52:01,4.0,332.10,9.90,3448,72,3469,11,21,0,false,23.5
2026-05-09 11:52:31,4.0,332.10,10.20,3450,49,3470,11,20,0,false,23.5
2026-05-09 11:53:01,4.0,332.10,9.80,3450,70,3470,11,20,0,false,23.5
2026-05-09 11:53:31,4.1,332.10,9.90,3450,65,3470,10,20,0,false,23.5
2026-05-09 11:54:01,4.1,332.20,10.20,3450,72,3471,15,21,0,false,24.0
2026-05-09 11:54:31,4.2,332.20,9.80,3450,72,3471,14,21,0,false,24.0
2026-05-09 11:55:01,4.2,332.20,10.10,3451,66,3471,16,20,0,false,24.0
2026-05-09 11:55:31,4.3,332.30,10.00,3450,72,3473,11,23,0,false,23.5
2026-05-09 11:56:01,4.3,332.30,9.80,3450,72,3471,11,21,0,false,23.5
2026-05-09 11:56:31,4.4,332.30,10.10,3451,72,3473,14,22,0,false,23.5
2026-05-09 11:57:01,4.4,332.40,9.80,3451,72,3473,9,22,0,false,23.5
2026-05-09 11:57:31,4.5,332.40,9.80,3451,72,3471,9,20,0,false,24.0
2026-05-09 11:58:01,4.5,332.40,10.10,3453,72,3473,9,20,0,false,23.5
2026-05-09 11:58:31,4.5,332.50,9.80,3453,67,3474,15,21,0,false,24.0
2026-05-09 11:59:01,4.6,332.50,10.10,3453,70,3474,12,21,0,false,23.5
2026-05-09 11:59:31,4.6,332.50,9.90,3451,72,3474,12,23,0,false,23.5
2026-05-09 12:00:01,4.7,332.50,9.80,3454,72,3474,11,20,0,false,23.5
2026-05-09 12:00:31,4.7,332.50,10.10,3454,72,3474,10,20,0,false,23.5
2026-05-09 12:01:01,4.8,332.60,10.10,3454,70,3476,16,22,0,false,23.5
2026-05-09 12:01:31,4.8,332.60,9.80,3455,67,3476,15,21,0,false,23.5
2026-05-09 12:02:01,4.9,332.60,10.20,3454,72,3475,9,21,0,false,23.5
2026-05-09 12:02:31,4.9,332.60,9.80,3454,72,3475,11,21,0,false,23.5
2026-05-09 12:03:01,5.0,332.70,10.10,3455,70,3476,15,21,0,false,23.5
2026-05-09 12:03:32,5.0,332.70,10.10,3454,72,3476,9,22,0,false,23.5
2026-05-09 12:04:02,5.1,332.70,9.80,3456,66,3478,16,22,0,false,23.5
2026-05-09 12:04:32,5.1,332.80,10.20,3455,68,3476,9,21,0,false,23.5
2026-05-09 12:05:02,5.1,332.80,9.80,3456,72,3478,13,22,0,false,23.5
2026-05-09 12:05:32,5.2,332.80,10.10,3458,66,3478,12,20,0,false,23.5
2026-05-09 12:06:02,5.2,332.80,10.20,3456,72,3478,11,22,0,false,23.5
2026-05-09 12:06:32,5.3,332.90,9.80,3458,66,3479,15,21,0,false,23.5
2026-05-09 12:07:02,5.3,332.90,10.10,3459,66,3479,14,20,0,false,23.5
2026-05-09 12:07:32,5.4,332.90,10.10,3458,66,3479,12,21,0,false,23.5
2026-05-09 12:08:02,5.4,332.90,9.80,3458,68,3479,11,21,0,false,23.5
2026-05-09 12:08:32,5.5,333.00,10.10,3458,66,3479,9,21,0,false,23.5
2026-05-09 12:09:02,5.5,333.00,10.00,3459,66,3480,13,21,0,false,23.5
2026-05-09 12:09:32,5.6,333.00,9.90,3459,68,3480,9,21,0,false,23.5
2026-05-09 12:10:02,5.6,333.00,10.20,3459,68,3481,15,22,0,false,23.5
2026-05-09 12:10:32,5.6,333.10,9.90,3459,72,3481,14,22,0,false,23.5
2026-05-09 12:11:02,5.7,333.10,10.00,3459,68,3480,10,21,0,false,23.5
2026-05-09 12:11:32,5.7,333.10,10.20,3460,68,3481,14,21,0,false,23.5
2026-05-09 12:12:02,5.8,333.20,9.90,3460,70,3483,16,23,0,false,23.5
2026-05-09 12:12:32,5.8,333.20,10.10,3461,66,3483,15,22,0,false,23.5
2026-05-09 12:13:02,5.9,333.20,10.10,3460,72,3483,14,23,0,false,23.5
2026-05-09 12:13:32,5.9,333.20,9.80,3460,72,3483,11,23,0,false,23.5
2026-05-09 12:14:02,6.0,333.30,10.10,3461,70,3483,9,22,0,false,23.5
2026-05-09 12:14:32,6.0,333.30,10.10,3461,68,3484,14,23,0,false,23.5
2026-05-09 12:15:02,6.1,333.30,9.80,3461,66,3483,11,22,0,false,23.5
2026-05-09 12:15:32,6.1,333.30,10.10,3461,68,3484,9,23,0,false,23.5
2026-05-09 12:16:02,6.2,333.40,10.00,3463,66,3485,15,22,0,false,23.5
2026-05-09 12:16:32,6.2,333.40,9.90,3463,70,3484,9,21,0,false,23.5
2026-05-09 12:17:02,6.2,333.40,10.00,3463,68,3485,15,22,0,false,23.5
2026-05-09 12:17:32,6.3,333.50,9.80,3464,67,3486,11,22,0,false,23.5
2026-05-09 12:18:02,6.3,333.50,9.90,3463,72,3486,16,23,0,false,23.5
2026-05-09 12:18:32,6.4,333.50,10.10,3463,72,3486,14,23,0,false,23.5
2026-05-09 12:19:02,6.4,333.60,9.80,3464,66,3488,16,24,0,false,23.5
2026-05-09 12:19:32,6.5,333.60,10.10,3464,66,3488,14,24,0,false,23.5
2026-05-09 12:20:02,6.5,333.60,9.80,3465,66,3488,12,23,0,false,23.5
2026-05-09 12:20:32,6.6,333.60,9.80,3465,66,3488,13,23,0,false,23.5
2026-05-09 12:21:02,6.6,333.70,10.10,3466,66,3488,11,22,0,false,23.5
2026-05-09 12:21:32,6.7,333.70,10.00,3465,72,3489,13,24,0,false,23.5
2026-05-09 12:22:02,6.7,333.70,9.90,3465,72,3489,13,24,0,false,23.5
2026-05-09 12:22:32,6.7,333.80,10.10,3466,66,3490,15,24,0,false,23.5
2026-05-09 12:23:02,6.8,333.80,9.80,3466,70,3489,9,23,0,false,23.5
2026-05-09 12:23:32,6.8,333.80,10.10,3466,66,3490,11,24,0,false,23.5
2026-05-09 12:24:02,6.9,333.80,10.00,3465,72,3490,11,25,0,false,23.5
2026-05-09 12:24:32,6.9,333.90,9.80,3468,68,3490,11,22,0,false,23.5
2026-05-09 12:25:02,7.0,333.90,10.10,3468,66,3491,14,23,0,false,23.5
2026-05-09 12:25:32,7.0,333.90,10.00,3466,72,3490,9,24,0,false,23.5
2026-05-09 12:26:02,7.1,334.00,9.90,3466,72,3493,14,27,0,false,23.5
2026-05-09 12:26:32,7.1,334.00,10.10,3468,72,3493,14,25,0,false,23.5
2026-05-09 12:27:02,7.2,334.10,9.90,3468,72,3493,11,25,0,false,23.5
2026-05-09 12:27:32,7.2,334.10,9.80,3469,68,3493,10,24,0,false,23.5
2026-05-09 12:28:02,7.3,334.10,10.20,3469,68,3494,14,25,0,false,23.5
2026-05-09 12:28:32,7.3,334.10,9.90,3469,72,3494,11,25,0,false,23.5
2026-05-09 12:29:02,7.3,334.10,9.80,3470,66,3494,11,24,0,false,23.5
2026-05-09 12:29:32,7.4,334.20,10.10,3469,72,3496,13,27,0,false,23.5
2026-05-09 12:30:02,7.4,334.20,9.80,3470,66,3496,13,26,0,false,23.5
2026-05-09 12:30:32,7.5,334.20,9.80,3470,67,3495,11,25,0,false,23.5
2026-05-09 12:31:02,7.5,334.30,10.10,3470,72,3496,11,26,0,false,23.5
2026-05-09 12:31:32,7.6,334.30,9.90,3470,66,3496,13,26,0,false,23.5
2026-05-09 12:32:02,7.6,334.40,9.90,3471,70,3496,9,25,0,false,23.5
2026-05-09 12:32:32,7.7,334.40,10.10,3471,70,3498,9,27,0,false,23.5
2026-05-09 12:33:02,7.7,334.40,9.40,3471,72,3498,14,27,0,false,23.5
2026-05-09 12:33:32,7.8,334.40,10.10,3471,72,3499,11,28,0,false,23.5
2026-05-09 12:34:02,7.8,334.50,9.80,3471,72,3498,9,27,0,false,23.5
2026-05-09 12:34:32,7.8,334.50,9.90,3473,68,3499,13,26,0,false,23.5
2026-05-09 12:35:02,7.9,334.50,10.20,3473,70,3500,14,27,0,false,23.5
2026-05-09 12:35:32,7.9,334.60,9.90,3473,70,3500,14,27,0,false,23.5
2026-05-09 12:36:02,8.0,334.60,9.90,3473,70,3500,11,27,0,false,23.5
2026-05-09 12:36:32,8.0,334.70,10.10,3474,66,3501,14,27,0,false,23.5
2026-05-09 12:37:02,8.1,334.70,9.80,3473,72,3501,11,28,0,false,23.5
2026-05-09 12:37:32,8.1,334.70,10.00,3474,72,3501,11,27,0,false,23.5
2026-05-09 12:38:02,8.2,334.70,10.10,3475,68,3503,11,28,0,false,23.5
2026-05-09 12:38:32,8.2,334.80,9.80,3475,68,3503,11,28,0,false,23.5
2026-05-09 12:39:02,8.3,334.80,10.10,3474,72,3504,11,30,0,false,23.5
2026-05-09 12:39:32,8.3,334.80,9.80,3476,66,3504,11,28,0,false,23.5
2026-05-09 12:40:02,8.3,334.90,9.90,3475,68,3505,14,30,0,false,23.5
2026-05-09 12:40:32,8.4,334.90,10.00,3476,72,3506,14,30,0,false,23.5
2026-05-09 12:41:02,8.4,335.00,9.70,3476,72,3506,14,30,0,false,23.5
2026-05-09 12:41:32,8.5,335.00,9.60,3476,72,3506,14,30,0,false,23.5
2026-05-09 12:42:02,8.5,335.00,10.00,3478,66,3506,11,28,0,false,23.5
2026-05-09 12:42:32,8.6,335.10,9.80,3478,66,3508,11,30,0,false,23.5
2026-05-09 12:43:02,8.6,335.10,9.90,3478,68,3508,13,30,0,false,23.5
2026-05-09 12:43:32,8.7,335.10,10.10,3478,68,3509,14,31,0,false,23.5
2026-05-09 12:44:02,8.7,335.20,9.80,3478,69,3509,11,31,0,false,23.5
2026-05-09 12:44:32,8.8,335.20,10.20,3478,72,3509,10,31,0,false,23.5
2026-05-09 12:45:02,8.8,335.20,9.80,3479,68,3510,14,31,0,false,23.5
2026-05-09 12:45:32,8.8,335.30,9.80,3479,72,3510,14,31,0,false,23.5
2026-05-09 12:46:02,8.9,335.30,10.20,3479,70,3511,14,32,0,false,23.5
2026-05-09 12:46:32,8.9,335.30,9.80,3479,72,3511,14,32,0,false,23.5
2026-05-09 12:47:02,9.0,335.40,9.60,3480,66,3511,11,31,0,false,23.5
2026-05-09 12:47:32,9.0,335.40,9.90,3480,72,3513,11,33,0,false,23.5
2026-05-09 12:48:02,9.1,335.50,9.80,3480,68,3511,11,31,0,false,23.5
2026-05-09 12:48:32,9.1,335.50,10.10,3481,66,3513,12,32,0,false,23.5
2026-05-09 12:49:02,9.2,335.60,9.80,3481,72,3514,14,33,0,false,23.5
2026-05-09 12:49:32,9.2,335.60,9.80,3481,67,3515,14,34,0,false,23.5
2026-05-09 12:50:02,9.2,335.60,10.10,3483,66,3514,11,31,0,false,23.5
2026-05-09 12:50:32,9.3,335.70,9.90,3483,70,3515,11,32,0,false,23.5
2026-05-09 12:51:02,9.3,335.70,9.90,3483,67,3515,11,32,0,false,23.5
2026-05-09 12:51:32,9.4,335.70,10.10,3483,68,3516,13,33,0,false,23.5
2026-05-09 12:52:02,9.4,335.80,9.80,3483,72,3516,11,33,0,false,23.5
2026-05-09 12:52:32,9.5,335.80,10.00,3483,72,3518,11,35,0,false,23.5
2026-05-09 12:53:02,9.5,335.90,10.00,3484,72,3518,11,34,0,false,23.5
2026-05-09 12:53:32,9.6,335.90,9.80,3484,66,3519,14,35,0,false,23.5
2026-05-09 12:54:02,9.6,335.90,10.10,3484,70,3518,11,34,0,false,23.5
2026-05-09 12:54:32,9.7,336.00,9.90,3486,65,3519,11,33,0,false,23.5
2026-05-09 12:55:02,9.7,336.10,9.80,3486,66,3520,11,34,0,false,23.5
2026-05-09 12:55:32,9.7,336.10,10.10,3485,70,3521,11,36,0,false,23.5
2026-05-09 12:56:02,9.8,336.10,9.80,3486,66,3521,14,35,0,false,23.5
2026-05-09 12:56:32,9.8,336.20,9.80,3486,70,3521,11,35,0,false,23.5
2026-05-09 12:57:02,9.9,336.20,10.20,3488,66,3524,14,36,0,false,23.5
2026-05-09 12:57:32,9.9,336.30,9.90,3488,68,3521,11,33,0,false,23.5
2026-05-09 12:58:02,10.0,336.30,9.40,3488,68,3523,13,35,0,false,23.5
2026-05-09 12:58:32,10.0,336.30,10.20,3488,68,3524,14,36,0,false,23.5
2026-05-09 12:59:02,10.1,336.40,9.80,3488,68,3523,11,35,0,false,23.5
2026-05-09 12:59:32,10.1,336.40,9.80,3489,65,3525,14,36,0,false,23.5
